school,state,district,postcode,lat,lon
SMK (LKTP) KG SERTIK,Pahang,Bentong,28610,3.49192,102.033
SMK BENTONG,Pahang,Bentong,28700,3.497651076,101.9273527
SMK SULAIMAN,Pahang,Bentong,28700,3.49973155,101.9106897
SK BUKIT PIATU,Pahang,Bentong,28700,3.501457929,101.9255832
SMK KETARI,Pahang,Bentong,28700,3.50226783,101.9130575
SK FELDA KG. SERTIK,Pahang,Bentong,28610,3.504534683,102.0303242
SJK(C) KETARI,Pahang,Bentong,28700,3.50748,101.912
SK SG MARONG,Pahang,Bentong,28700,3.511163138,101.9189121
SJK(C) PERTING,Pahang,Bentong,28700,3.51808,101.906
SK TUANKU FATIMAH,Pahang,Bentong,28700,3.51839,101.912
SMK KATHOLIK,Pahang,Bentong,28700,3.519048245,101.9138778
SJK(C) KHAI MUN PAGI,Pahang,Bentong,28700,3.523221,101.906244
SK SULAIMAN,Pahang,Bentong,28700,3.524347013,101.9093663
SJK(C) KHAI MUN CHAMANG,Pahang,Bentong,28700,3.528317676,101.902852
SJK(C) KHAI MUN REPAS,Pahang,Bentong,28700,3.529158228,101.9034294
SJK(T) BENTONG,Pahang,Bentong,28700,3.530558333,101.8995417
SMK KHAI MUN,Pahang,Bentong,28700,3.531907102,101.8988238
SMA PERSEKUTUAN BENTONG,Pahang,Bentong,28600,3.53234,101.973
SK (FELDA) MEMPAGA 1,Pahang,Bentong,28600,3.533356992,101.9662942
SK (FELDA) MEMPAGA 2,Pahang,Bentong,28600,3.54625,101.955
SMK KUALA REPAS,Pahang,Bentong,28700,3.55306732,101.8909466
SJK(C) SG PENJURING,Pahang,Bentong,28700,3.58,101.89
SK LEBU,Pahang,Bentong,28800,3.603913103,101.9263655
SJK(T) LURAH BILUT,Pahang,Bentong,28800,3.65841688,101.8924768
SK FELDA LURAH BILUT,Pahang,Bentong,28800,3.658957311,101.8929554
SJK(C) LURAH BILUT,Pahang,Bentong,28800,3.65945923,101.8938773
SMK (FELDA) LURAH BILUT,Pahang,Bentong,28800,3.662053532,101.8918422
SK LKTP TEMBANGAU 6,Pahang,Bera,28380,2.989713143,102.5864664
SK ISKANDAR,Pahang,Bera,28380,3.027432,102.654732
SMK TEMBANGAU,Pahang,Bera,28380,3.0292,102.533
SK (LKTP) TEMBANGAU 1,Pahang,Bera,28380,3.03179,102.523
SK LKTP TEMBANGAU 3,Pahang,Bera,28380,3.044142588,102.5310428
SK KEMAYAN,Pahang,Bera,28380,3.12546,102.401
SJK(T) KEMAYAN,Pahang,Bera,28380,3.126314886,102.3560428
SMK KEMAYAN,Pahang,Bera,28380,3.134703805,102.3763591
SJK(C) KEMAYAN,Pahang,Bera,28380,3.13636,102.371
SJK(C) MENGKUANG,Pahang,Bera,28340,3.18973,102.399
SK MENGKUANG,Pahang,Bera,28340,3.20431,102.383
SK (FELDA) BT MENDI,Pahang,Bera,28320,3.20512,102.308
SMK BUKIT MENDI,Pahang,Bera,28320,3.20769,102.309
SK (FELDA) BT PUCHONG,Pahang,Bera,28300,3.23277,102.325
SK SRI BUNTAR,Pahang,Bera,28300,3.233643925,102.4167738
SJK(T) LDG MENTERI,Pahang,Bera,28300,3.23434,102.416
SK LKTP TRIANG 2,Pahang,Bera,28300,3.23862,102.535
SJK(C) TRIANG (1),Pahang,Bera,28300,3.24692,102.416
SMK TRIANG,Pahang,Bera,28300,3.25099,102.422
SK (FELDA) SEBERTAK,Pahang,Bera,28200,3.2541,102.601
SK (FELDA) TRIANG 3,Pahang,Bera,28300,3.25535,102.571
SJK(C) TRIANG (2),Pahang,Bera,28300,3.2578,102.422
SMK TRIANG 3,Pahang,Bera,28300,3.2591,102.569
SK KERAYONG JAYA,Pahang,Bera,28200,3.260722,102.448833
SMK BERA,Pahang,Bera,28300,3.2622,102.608
SMK BANDAR KERAYONG,Pahang,Bera,28200,3.26333,102.449
SJK(C) KERAYONG,Pahang,Bera,28200,3.265502044,102.4533692
SK (FELDA) TEMENTI,Pahang,Bera,28300,3.2674,102.606
SK (FELDA) RENTAM,Pahang,Bera,28200,3.2694,102.617
SJK(C) MENTERI,Pahang,Bera,28300,3.28601,102.415
SMK SERI BERA,Pahang,Bera,28200,3.28982,102.459628
SK KERAYONG,Pahang,Bera,28200,3.290320116,102.462198
SK BUKIT GEMURUH (JHEOA),Pahang,Bera,28200,3.3,102.5
SJK(C) KEMASUL,Pahang,Bera,28200,3.3,102.39
SK (FELDA) KUMAI,Pahang,Bera,28300,3.3089,102.652
SMK MENGKARAK,Pahang,Bera,28200,3.3096,102.461
SK KUALA TRIANG,Pahang,Bera,28200,3.326699878,102.5075177
SK GUAI,Pahang,Bera,28040,3.329882295,102.4741725
SJK(C) MENGKARAK,Pahang,Bera,28200,3.33142,102.422
SK (FELDA) BT KEPAYANG,Pahang,Bera,28330,3.337402818,102.6092596
SJK(T) LDG KARMEN,Pahang,Bera,28200,3.33743,102.427
SK DURIAN TAWAR,Pahang,Bera,28200,3.33952,102.444
SK BT ROK,Pahang,Bera,28200,3.353357,102.570907
SK BATU PAPAN,Pahang,Bera,28200,3.354636876,102.5206928
SK (FELDA) MAYAM,Pahang,Bera,28300,3.365083983,102.6623977
SK (FELDA) PURUN,Pahang,Bera,28200,3.36743,102.635
SMK (FELDA) PURUN,Pahang,Bera,28330,3.37508,102.631
SK KUALA BERA,Pahang,Bera,28200,3.39297,102.535
SK BOHOR BAHARU,Pahang,Bera,28200,3.39353,102.587
SK BATU BOR,Pahang,Bera,28100,3.41828,102.567
SK CHARUK PUTING,Pahang,Bera,28000,3.421495024,102.5056792
SK LEMOI (JHEOA),Pahang,Cameron Highlands,39000,4.354407,101.522887
SJK(T) RINGLET,Pahang,Cameron Highlands,39200,4.413886,101.3841
SJK(C) CAMERON,Pahang,Cameron Highlands,39200,4.414152778,101.3814917
SJK(C) BERTAM VALLEY,Pahang,Cameron Highlands,39200,4.416717,101.398997
SK MENSON (JHEOA),Pahang,Cameron Highlands,39200,4.421174,101.50847
SK RINGLET,Pahang,Cameron Highlands,39200,4.424551442,101.3851393
SMK RINGLET,Pahang,Cameron Highlands,39200,4.425999258,101.3841623
SJK(T) SHUM YIP LEONG,Pahang,Cameron Highlands,39200,4.436083333,101.3549611
SK TELANOK (JHEOA),Pahang,Cameron Highlands,39200,4.447689,101.572251
SJK(T) LADANG BOH (2),Pahang,Cameron Highlands,39200,4.447886111,101.4361056
SJK(T) LDG BOH (1),Pahang,Cameron Highlands,39200,4.448255556,101.4255333
SK TANAH RATA,Pahang,Cameron Highlands,39000,4.468692744,101.3841829
SJK(C) TANAH RATA,Pahang,Cameron Highlands,39000,4.469110339,101.3840166
SMK SULTAN AHMAD SHAH,Pahang,Cameron Highlands,39000,4.469568197,101.3834234
SJK(T) TANAH RATA,Pahang,Cameron Highlands,39000,4.470024443,101.3829684
SK CONVENT,Pahang,Cameron Highlands,39000,4.470764,101.374322
SJK(C) BRINCHANG,Pahang,Cameron Highlands,39100,4.490768029,101.3876361
SK BRINCHANG,Pahang,Cameron Highlands,39100,4.496703065,101.3917117
SJK(C) KEA FARM,Pahang,Cameron Highlands,39100,4.503355849,101.4113061
SJK(C) TRINGKAP,Pahang,Cameron Highlands,39100,4.515719444,101.4263028
SJK(T) LDG SG PALAS,Pahang,Cameron Highlands,39007,4.515994444,101.413975
SK RPS TERISU (JHEOA),Pahang,Cameron Highlands,39010,4.524093,101.489286
SJK(T) KUALA TERLA,Pahang,Cameron Highlands,39010,4.545983333,101.4126583
SJK(C) KUALA TERLA,Pahang,Cameron Highlands,39000,4.547330556,101.4151722
SK KAMPUNG RAJA,Pahang,Cameron Highlands,39010,4.563302778,101.4073889
SMK KAMPUNG RAJA,Pahang,Cameron Highlands,39010,4.564019444,101.4076778
SJK(C) KG RAJA,Pahang,Cameron Highlands,39010,4.566630556,101.4071083
SJK(T) LADANG BLUE VALLEY,Pahang,Cameron Highlands,39007,4.58695,101.41685
SK LKTP JENGKA 25,Pahang,Jerantut,26400,3.731178296,102.4324014
SK DURIAN HIJAU,Pahang,Jerantut,27090,3.762975174,102.4057633
SK (FELDA) JENGKA 24,Pahang,Jerantut,26400,3.782704149,102.4402135
SMK JENGKA 24,Pahang,Jerantut,26400,3.782711213,102.4415774
SK BUKIT NIKMAT,Pahang,Jerantut,27090,3.83451541,102.4272471
SK BUKIT DINDING,Pahang,Jerantut,27000,3.835358348,102.3786889
SK TEBING TINGGI,Pahang,Jerantut,27000,3.85377508,102.3993251
SK GINTONG,Pahang,Jerantut,27000,3.85915,102.442
SJK(C) JERANSONG,Pahang,Jerantut,27000,3.860840608,102.3618461
SK (FELDA) SG TEKAM,Pahang,Jerantut,27070,3.86453,102.537
SK SG. KIOL (JHEOA),Pahang,Jerantut,27000,3.876619,102.330065
SMK PULAU TAWAR,Pahang,Jerantut,27050,3.877567305,102.4342741
SK P. PENYELIDIKAN PERTANIAN TUN RAZAK,Pahang,Jerantut,27000,3.881210845,102.5230844
SMK P. PENYELIDIKAN PERTANIAN TUN RAZAK,Pahang,Jerantut,27000,3.88275,102.522
SK PAWANG NONG,Pahang,Jerantut,27030,3.891616163,102.1962631
SK LKTP TEKAM UTARA,Pahang,Jerantut,27060,3.893453761,102.5953944
SK PERIAN,Pahang,Jerantut,27050,3.89384,102.426
SK PULAU TAWAR,Pahang,Jerantut,27050,3.910659884,102.4479269
SK TEMIN,Pahang,Jerantut,27000,3.912536,102.385641
SMK INDERAPURA,Pahang,Jerantut,27000,3.918593674,102.3526337
SK INDERAPURA,Pahang,Jerantut,27000,3.918718,102.35162
SMK TEMIN,Pahang,Jerantut,27000,3.918982786,102.3860608
SK KG BAHARU,Pahang,Jerantut,27000,3.919702778,102.284175
SK (FELDA) LEPAR UTARA 8,Pahang,Jerantut,27000,3.919995738,102.6975997
SK (FELDA) KOTA GELANGGI 1,Pahang,Jerantut,27000,3.920078109,102.5063431
SMK KOTA GELANGGI 2,Pahang,Jerantut,27000,3.92064277,102.6012749
SK (FELDA) KOTA GELANGGI 2,Pahang,Jerantut,27000,3.921803883,102.5970631
SMK AGAMA TENGKU AMPUAN HAJJAH AFZAN PAHANG,Pahang,Jerantut,27000,3.923609,102.384799
SK TANAH ROM,Pahang,Jerantut,27150,3.924964223,102.4265805
SMA KOTA GELANGGI 3,Pahang,Jerantut,27000,3.925345687,102.5967436
SMK PADANG SAUJANA,Pahang,Jerantut,27000,3.925574,102.361943
SJK(T) JERANTUT,Pahang,Jerantut,27000,3.927729926,102.3538487
SK JERANTUT,Pahang,Jerantut,27000,3.928991748,102.3552041
SK BANDAR JERANTUT,Pahang,Jerantut,27000,3.929448889,102.3541973
SEKOLAH AGAMA MAAHAD TAHFIZ WA TA'LIMIL AL-QURAN,Pahang,Jerantut,27000,3.929793008,102.3000717
SK (LKTP) KOTA GELANGGI 3,Pahang,Jerantut,27000,3.931286067,102.5075843
SJK(C) SG JAN,Pahang,Jerantut,27000,3.939283588,102.3628638
SJK(C) DAMAK,Pahang,Jerantut,27030,3.947173382,102.216484
SK JERANTUT JAYA,Pahang,Jerantut,27000,3.948247897,102.3675118
SMK DAMAK,Pahang,Jerantut,27030,3.94894,102.222
SMK JERANTUT,Pahang,Jerantut,27000,3.949053363,102.3655904
SK DAMAK,Pahang,Jerantut,27030,3.950727346,102.213708
SK PEDAH,Pahang,Jerantut,27150,3.959525924,102.4174772
SK TEH,Pahang,Jerantut,27000,3.969137509,102.3509893
SK PULAU MANSOK,Pahang,Jerantut,27000,3.970574404,102.3756697
SK BATU BALAI,Pahang,Jerantut,27030,3.975634287,102.1673543
SJK(C) BATU BALAI,Pahang,Jerantut,27030,3.97639,102.168
SMK PADANG PIOL,Pahang,Jerantut,27040,4.032769045,102.3796277
SK (FELDA) PADANG PIOL,Pahang,Jerantut,27040,4.038141345,102.3787387
SMK KUALA TEMBELING,Pahang,Jerantut,27020,4.067481687,102.3201591
SK KUALA TEMBELING,Pahang,Jerantut,27020,4.069199444,102.3194449
SK PASIR DURIAN,Pahang,Jerantut,27020,4.092389237,102.327899
SK CHEBONG,Pahang,Jerantut,27000,4.126906364,102.345151
SMK SUNGAI RETANG,Pahang,Jerantut,27000,4.132485064,102.386256
SK (FELDA) SG RETANG,Pahang,Jerantut,27000,4.133985458,102.3912322
SK MERTING,Pahang,Jerantut,27000,4.216817983,102.3826979
SMK JUBLI PERAK SULTAN HAJI AHMAD SHAH,Pahang,Jerantut,27000,4.358045664,102.4040766
SK KUALA TAHAN,Pahang,Jerantut,27000,4.381934786,102.4011074
SK KG PAGI,Pahang,Jerantut,27020,4.448345294,102.4836336
SK BUKIT MAT DALING,Pahang,Jerantut,27020,4.46045,102.657
SK ULU TEMBELING,Pahang,Jerantut,27020,4.50282,102.647
SK KUALA SAT,Pahang,Jerantut,27020,4.520898417,102.5890461
SK GUSAI,Pahang,Jerantut,27020,4.528892521,102.6656558
SK UBAI,Pahang,Kuantan,26610,3.60871,103.333
SK CHEROK PALOH,Pahang,Kuantan,26060,3.61079,103.383
SMK LEPAR HILIR,Pahang,Kuantan,26300,3.64892,103.08242
SK KUALA PENOR,Pahang,Kuantan,25150,3.65332,103.355
SK (LKTP) LEPAR HILIR 1,Pahang,Kuantan,26310,3.65416,103.084
SK (FELDA) LEPAR HILIR 3,Pahang,Kuantan,26300,3.66236,102.986
SK (FELDA) LEPAR HILIR 2,Pahang,Kuantan,26300,3.67587,103.029
SK PAYA BUNGOR,Pahang,Kuantan,26020,3.69049,102.931
SJK(C) GAMBANG,Pahang,Kuantan,26300,3.70724,103.10093
SEKOLAH SUKAN MALAYSIA PAHANG,Pahang,Kuantan,26300,3.7172,103.113583
SK GAMBANG,Pahang,Kuantan,26300,3.720295527,103.1367511
SMK GAMBANG,Pahang,Kuantan,26300,3.72366,103.13642
SK SERI MELATI,Pahang,Kuantan,25150,3.723714,103.264976
SK SUNGAI SOI,Pahang,Kuantan,25150,3.73125,103.319
SMK SUNGAI SOI,Pahang,Kuantan,25150,3.73216,103.31803
SJK(C) POOI MING,Pahang,Kuantan,25150,3.73856,103.30377
SJK(C) YOKE SHIAN,Pahang,Kuantan,26070,3.73861,103.2078
SK MAT KILAU,Pahang,Kuantan,25150,3.74842,103.26
SMK MAT KILAU,Pahang,Kuantan,25150,3.7495809,103.2600904
SK JAYA GADING,Pahang,Kuantan,25150,3.75058,103.22
SK KEMPADANG,Pahang,Kuantan,25150,3.75148,103.322
SK BUNUT RENDANG,Pahang,Kuantan,25150,3.753797862,103.2680459
SMK SERI MAHKOTA,Pahang,Kuantan,25150,3.75678,103.19953
SK SERI MAHKOTA,Pahang,Kuantan,25150,3.758375991,103.1607336
SMK SERI DAMAI,Pahang,Kuantan,25150,3.75839,103.2266
SK WIRA,Pahang,Kuantan,25150,3.762752,103.193069
SK PENGKALAN TENTERA,Pahang,Kuantan,25150,3.76315,103.20178
SMK TANJONG LUMPUR,Pahang,Kuantan,25150,3.764567,103.318339
SMK GUDANG RASAU,Pahang,Kuantan,25150,3.76706,103.25573
SJK(C) TAMAN TAS,Pahang,Kuantan,25150,3.76709,103.25403
SM SAINS SULTAN HAJI AHMAD SHAH,Pahang,Kuantan,25150,3.7682,103.23487
SK FAKEH ABD. SAMAD,Pahang,Kuantan,25150,3.76882,103.236
SMK PAYA BESAR,Pahang,Kuantan,25150,3.77617,103.27562
SK KAMPUNG BELUKAR,Pahang,Kuantan,25150,3.77799587,103.2832599
SMK PANDAN,Pahang,Kuantan,25150,3.78274,103.23807
SK PANDAN,Pahang,Kuantan,25150,3.782898154,103.2391355
SK PADANG GARUDA,Pahang,Kuantan,25150,3.783689,103.261707
SK BATU TIGA,Pahang,Kuantan,25150,3.78488,103.289
SK SUNGAI ISAP MURNI,Pahang,Kuantan,25150,3.78937,103.285
SMK SUNGAI ISAP MURNI,Pahang,Kuantan,25150,3.7896681,103.2851368
SK (FELDA) SG PANCHING SELATAN,Pahang,Kuantan,26010,3.7902,103.168
SK PERMATANG BADAK,Pahang,Kuantan,25150,3.79106,103.267
SK TANAH PUTIH BARU,Pahang,Kuantan,25150,3.791261625,103.3014214
SMK PADANG GARUDA,Pahang,Kuantan,26070,3.79174,103.212953
SJK(C) CHUNG CHING,Pahang,Kuantan,25100,3.79316,103.31567
SMK TANAH PUTEH,Pahang,Kuantan,25100,3.79403,103.31685
SMK SERI PANCHING,Pahang,Kuantan,26010,3.79433,103.17257
SK SUNGAI ISAP,Pahang,Kuantan,25150,3.795691207,103.2706714
SK CENDERAWASIH,Pahang,Kuantan,25200,3.79675,103.298
SK BUKIT RANGIN,Pahang,Kuantan,25150,3.796954527,103.2524452
SMK SUNGAI ISAP,Pahang,Kuantan,25150,3.7972,103.26979
SMK BUKIT RANGIN,Pahang,Kuantan,25150,3.80216,103.27158
SK TANJUNG LUMPUR,Pahang,Kuantan,26060,3.803629,103.340424
SK SULTAN ABDULLAH,Pahang,Kuantan,25100,3.806300945,103.3211647
SJK(C) CHUNG CHING 2,Pahang,Kuantan,25200,3.809364232,103.2912672
SK TERUNTUM,Pahang,Kuantan,25000,3.8098,103.326
SK BUKIT SETONGKOL,Pahang,Kuantan,25200,3.81053,103.297
SK PEREMPUAN METHODIST,Pahang,Kuantan,25000,3.8117,103.32959
SMK (P) METHODIST,Pahang,Kuantan,25000,3.81222,103.32907
SMK CENDERAWASIH,Pahang,Kuantan,25200,3.8128931,103.2963377
SMK ST THOMAS,Pahang,Kuantan,25300,3.81301,103.33078
SK ST THOMAS,Pahang,Kuantan,25000,3.81316,103.32985
SMK TELUK CHEMPEDAK,Pahang,Kuantan,25050,3.81737,103.35949
SK PENDIDIKAN KHAS KUANTAN,Pahang,Kuantan,25200,3.81772,103.298
SK INDERA MAHKOTA,Pahang,Kuantan,25200,3.81835,103.297
SK (FELDA) SG PANCHING TIMUR,Pahang,Kuantan,26140,3.818476286,103.2017203
SMK TOK SERA,Pahang,Kuantan,25050,3.8193,103.36775
SK TOK SERA,Pahang,Kuantan,25050,3.819433757,103.3672756
SK ASSUNTA CONVENT,Pahang,Kuantan,25050,3.82113,103.35946
SMK TG PANGLIMA PERANG TG MUHAMMAD,Pahang,Kuantan,25200,3.8216927,103.2936931
SK GALING,Pahang,Kuantan,25250,3.82369,103.333
SK INDERA MAHKOTA UTAMA,Pahang,Kuantan,25200,3.82405,103.285
SMK ABDUL RAHMAN TALIB,Pahang,Kuantan,25250,3.82416,103.34107
SMK TENGKU AFZAN,Pahang,Kuantan,25050,3.82441,103.35719
SMK SULTAN ABU BAKAR,Pahang,Kuantan,25300,3.82554,103.33989
SK BUKIT SEKILAU,Pahang,Kuantan,25200,3.825659465,103.3226068
SK TUNKU AZIZAH,Pahang,Kuantan,25200,3.825762,103.285162
KOLEJ VOKASIONAL KUANTAN,Pahang,Kuantan,25050,3.82583,103.35662
SM TEKNIK KUANTAN,Pahang,Kuantan,25050,3.82594,103.35491
SJK(T) BANDAR INDERA MAHKOTA,Pahang,Kuantan,25200,3.8264029,103.283962
SBP INTEGRASI KUANTAN,Pahang,Kuantan,25200,3.826745,103.287637
SMK ALOR AKAR,Pahang,Kuantan,25050,3.82705,103.35304
SMK AIR PUTIH,Pahang,Kuantan,25300,3.8285,103.33885
SK SUNGAI TALAM,Pahang,Kuantan,25200,3.82964,103.268
SJK(C) KUANG HWA,Pahang,Kuantan,25200,3.83338,103.27672
SMK INDERA MAHKOTA 2,Pahang,Kuantan,25200,3.8337357,103.269918
SJK(C) PEI CHAI,Pahang,Kuantan,25300,3.83527,103.33699
SK (FELDA) SUNGAI PANCHING UTARA,Pahang,Kuantan,26250,3.83801,103.159
SK PELINDUNG,Pahang,Kuantan,26100,3.84053,103.37
SMK PELINDUNG,Pahang,Kuantan,26100,3.84196,103.36885
SMK ASTANA,Pahang,Kuantan,25200,3.84754,103.2767
MAAHAD TAHFIZ DARUL ULUM AL-BASRIYAH,Pahang,Kuantan,26100,3.84928,103.36594
SK SEMAMBU,Pahang,Kuantan,25350,3.854808292,103.333085
SK KAMPONG PADANG,Pahang,Kuantan,25200,3.85505,103.258
SK BESERAH,Pahang,Kuantan,26100,3.855582413,103.3668586
SJK(C) SEMAMBU,Pahang,Kuantan,25350,3.85605,103.31159
SM PENDIDIKAN KHAS VOKASIONAL KUANTAN,Pahang,Kuantan,25200,3.856141,103.255541
SJK(C) KONG MIN,Pahang,Kuantan,26100,3.8593,103.36775
SK AIR PUTIH,Pahang,Kuantan,25350,3.86754,103.326
SMK SEMAMBU,Pahang,Kuantan,25350,3.87001,103.32768
SK BUKIT KUIN,Pahang,Kuantan,26180,3.873309961,103.2103587
SMK BESERAH,Pahang,Kuantan,26100,3.87787,103.36583
SK RTP BUKIT GOH,Pahang,Kuantan,26050,3.878363147,103.2618758
SK PANCHING,Pahang,Kuantan,26090,3.88972,103.149
SJK(T) LADANG JERAM,Pahang,Kuantan,25990,3.89554,103.34198
SJK(T) LADANG KUALA REMAN,Pahang,Kuantan,26090,3.89596,103.14499
SMK SULTANAH HAJJAH KALSOM,Pahang,Kuantan,26100,3.897,103.33584
SJK(C) PANCHING,Pahang,Kuantan,26090,3.89802,103.14271
SK SUNGAI KARANG,Pahang,Kuantan,26100,3.8984,103.361
SMK LEPAR UTARA,Pahang,Kuantan,26400,3.904375,102.7955111
SMA AL MAARIF,Pahang,Kuantan,26050,3.90659,103.25407
SK (FELDA) LEPAR UTARA 1,Pahang,Kuantan,26400,3.90683,102.798
SK NADAK,Pahang,Kuantan,26200,3.91018,103.108
SMK BUKIT GOH,Pahang,Kuantan,26050,3.91368,103.25766
SK (LKTP) BUKIT GOH,Pahang,Kuantan,26050,3.91385,103.257
SMK SUNGAI LEMBING,Pahang,Kuantan,26200,3.91407,103.03372
SJK(C) LEMBING,Pahang,Kuantan,26200,3.91597,103.03606
SK JABOR,Pahang,Kuantan,26150,3.92136,103.307
SK SUNGAI LEMBING,Pahang,Kuantan,26200,3.926306974,103.0456355
SMK CHENGAL LEMPONG,Pahang,Kuantan,26080,3.931599,103.362404
SK CHENGAL LEMPONG,Pahang,Kuantan,26100,3.931976674,103.3619795
SK BALOK,Pahang,Kuantan,26100,3.93736,103.371
SK BALOK MAKMUR,Pahang,Kuantan,26100,3.942594049,103.3615662
SK (FELDA) BT KUANTAN,Pahang,Kuantan,26130,3.94541,103.238
SK (LKTP) BUKIT SAGU 1,Pahang,Kuantan,26130,3.95583,103.192
SMK PELABUHAN,Pahang,Kuantan,26100,3.95841,103.38269
SK PELABUHAN,Pahang,Kuantan,26100,3.95899878,103.3788843
SMK BUKIT SAGU,Pahang,Kuantan,25740,3.95946,103.19212
SK BALOK BARU,Pahang,Kuantan,26100,3.9602,103.382
SK (FELDA) BUKIT SAGU 2,Pahang,Kuantan,25730,3.9637,103.185
SK SG. MAS (JHEOA),Pahang,Kuantan,26200,3.9663,103.028517
SK SUNGAI ULAR,Pahang,Kuantan,26080,4.04225,103.394
SMK SUNGAI BAGING,Pahang,Kuantan,26080,4.08041,103.38101
SK SUNGAI BAGING,Pahang,Kuantan,26080,4.08256,103.38
SK CHERATING,Pahang,Kuantan,26080,4.11023,103.381
SJK(C) POAY CHAI,Pahang,Kuantan,25100,5.7328,100.37699
SK CHAT,Pahang,Lipis,27310,3.969153,101.974499
SK BUDU,Pahang,Lipis,27310,3.99078,101.993
SMK PANGLIMA GARANG ABDUL SAMAD,Pahang,Lipis,27310,3.99754,101.998
SK JERANSANG,Pahang,Lipis,27310,4.00471,102.088
SK BENTA,Pahang,Lipis,27300,4.01506,101.969
SK TANJUNG BESAR,Pahang,Lipis,27310,4.01809,102.049
SJK(C) BENTA,Pahang,Lipis,27300,4.0188,101.963
SK KEMAHANG,Pahang,Lipis,27310,4.01984,102.018
SMK BENTA,Pahang,Lipis,27300,4.02007,101.973
SJK(T) LADANG BUDU,Pahang,Lipis,27300,4.04128,102.002
SJK(C) JERKOH,Pahang,Lipis,27300,4.0431,101.956
SK BATU 13,Pahang,Lipis,27300,4.04752,101.987
SJK(T) LADANG BENTA,Pahang,Lipis,27300,4.047818787,101.9875442
SMK AGAMA KUALA LIPIS,Pahang,Lipis,27200,4.061088833,101.9869418
SK LIMAU PURUT,Pahang,Lipis,27010,4.06841,102.235
SJK(C) MELA,Pahang,Lipis,27010,4.07435,102.273
SK MELA,Pahang,Lipis,27010,4.077126,102.27147
SMA AL-ITTIHADIAH,Pahang,Lipis,27200,4.089911,102.178012
KOLEJ VOKASIONAL SULTAN HAJI AHMAD SHAH AL-MUSTAIN BILLAH,Pahang,Lipis,27200,4.09409,102.006
SK JERAM LANDAK,Pahang,Lipis,27010,4.10649,102.237
SJK(C) PENJOM,Pahang,Lipis,27200,4.11664,102.006
SMK KERAMBIT,Pahang,Lipis,27200,4.11813,102.211
SK KERAMBIT,Pahang,Lipis,27200,4.11997,102.2
SK PENJOM,Pahang,Lipis,27200,4.124142,102.009949
SMK SETIA WANGSA,Pahang,Lipis,27200,4.16604,102.037
SK KUALA KENONG,Pahang,Lipis,27200,4.166413,102.190535
SK SENDERUT(JHEOA),Pahang,Lipis,27200,4.169321,101.580566
SMK SERI LIPIS,Pahang,Lipis,27200,4.17064,102.01
SK BATU 9,Pahang,Lipis,27200,4.17074,102.162
SK TEMPOYANG,Pahang,Lipis,27200,4.17212,102.01
SK KUALA LANAR,Pahang,Lipis,27200,4.1727,102.084
SMK KUALA LANAR,Pahang,Lipis,27200,4.174355,102.101372
SK CLIFFORD,Pahang,Lipis,27200,4.175407865,102.03958
SMK ORANG KAYA HAJI,Pahang,Lipis,27200,4.17792,102.045
SK WAN IBRAHIM,Pahang,Lipis,27200,4.17811,102.043
SMK CLIFFORD,Pahang,Lipis,27200,4.179897,102.056027
SMK CHUNG HWA,Pahang,Lipis,27200,4.18622,102.046
SJK(T) KUALA LIPIS,Pahang,Lipis,27200,4.186835,102.04633
SJK(C) CHUNG HWA,Pahang,Lipis,27200,4.187051,102.045517
SK JERAM BUNGOR,Pahang,Lipis,27200,4.189,102.139
SK LUBOK KULIT,Pahang,Lipis,27100,4.191359381,101.9255602
SK RELONG,Pahang,Lipis,27200,4.197,101.961
SK GUA,Pahang,Lipis,27100,4.215745303,101.9859907
SK BERCHANG,Pahang,Lipis,27200,4.21606,101.958
SK (FELDA) SG KOYAN,Pahang,Lipis,27650,4.217632693,101.8032551
SMK (FELDA) SG KOYAN,Pahang,Lipis,27650,4.23013,101.806
SJK(C) PADANG TENGKU,Pahang,Lipis,27100,4.23296,101.993
SK KG KELEDEK,Pahang,Lipis,27200,4.23496,101.906
SK PADANG TENGKU,Pahang,Lipis,27100,4.23583,101.993
SMK PADANG TENGKU,Pahang,Lipis,27100,4.23619,101.991
SJK(T) LADANG SELBORNE,Pahang,Lipis,27100,4.244009,101.991909
SK RPS BETAU (JHEOA),Pahang,Lipis,27200,4.246044,101.709011
SK KUALA TELANG,Pahang,Lipis,27200,4.247226,101.952409
SK BATU YON,Pahang,Lipis,27200,4.255455,101.921933
SK LENJANG(JHEOA),Pahang,Lipis,27200,4.258064,101.548295
SK KUALA KOYAN (JHEOA),Pahang,Lipis,27200,4.259896,101.858693
SK TANJUNG GAHAI,Pahang,Lipis,27650,4.26507,101.846
SK TITOM (JHEOA),Pahang,Lipis,27200,4.28172,101.511
SK KUALA MEDANG,Pahang,Lipis,27600,4.292664,101.806844
SK KECHOR TUI,Pahang,Lipis,27100,4.29309,101.977
SK (FELDA) KECAU 1,Pahang,Lipis,27100,4.31759,102.026
SK LANAI (JHEOA),Pahang,Lipis,27200,4.32797,101.756
SK AUR GADING,Pahang,Lipis,27200,4.35539,101.919
SK PAGAR SASAK,Pahang,Lipis,27200,4.37724,102.058
SK CHEGAR PERAH,Pahang,Lipis,27200,4.421167,101.930091
SK (FELDA) CHEGAR PERAH,Pahang,Lipis,27200,4.484474,101.961447
